playlist_id,top_10,targets
59,"['TRJFTRT128F92F37F2', 'TRRXJVP128E0789A04', 'TRNKLPD128F425D40C', 'TRHOZSZ128E078FA2B', 'TROUMVJ128F428D393', 'TRDGLLR128E0789C0A', 'TRMJTEP128F42BC6C1', 'TRMFSIM128F4294A1B', 'TRJNRVC128F1462DEF', 'TRCRZZQ128F4286AF2']","['TRZCSSL128F426F89C', 'TRRNZBN128F147CC7A', 'TRGZFRJ128F147CC7D']"
60,"['TRFAWKX12903CE30F4', 'TRUQIUM128F933761D', 'TRISPZG12903CE3167', 'TRQQOJF128F42BC5A3', 'TRKYLAE128F4255522', 'TRFBHZG128F42BAA86', 'TRKTFCY128F92F413D', 'TRHXVTN128F148CF1C', 'TREGFYZ128F148ADEE', 'TREQAYI128F9305E5F']","['TRDGPQO12903CFDBEC', 'TRRNGZF128F428D11E', 'TRKRRRI128F42BC546', 'TRUKKNT128F428A3CA', 'TRVEBBE128F9305E56', 'TRSZUXR128F92F5F44', 'TRRYSAP128F42619D0']"
61,"['TRVQDYF12903CB4B18', 'TRUDTNF128F92C8101', 'TRMSRET128F1476F36', 'TRGSEQP128F1499A41', 'TRAKCYN12903CBB8A3', 'TRPYFHQ128F429254D', 'TRWGVZY128F931B1B9', 'TRLZSFE128F933D87E', 'TRMLUPB128F425C907', 'TRQKTIO128F930C62A']","['TRVGNOH128F42B880D', 'TRDXYDX128F935573E', 'TRUDGJY128F93557B2', 'TRMIMPH128F42969C0', 'TRRMRGL128EF344BF4', 'TRDEGBX128F4230F28', 'TRXGTFA12903D051E8', 'TRDDTPE128E07924F3', 'TRUXTCP128F148D1D3', 'TRMNXRG128F423F02A', 'TRDWPMA128F92D067C', 'TRPYROS128F427F1A9', 'TREOBUF128F4281B19', 'TRMNVLK128F930F4AF', 'TRWBBLM128F930F4AE', 'TRNWFWR128F93501AC', 'TRKJRON128F42A043F', 'TRPELLJ128F9321962']"
62,"['TRMJOLJ128F4295852', 'TRAVOHH128F4247EF9', 'TRABFRB128F42B8291', 'TRBKGQY128F9318ECA', 'TRCJGNA128E078F797', 'TRDPECQ12903CFDBCA', 'TRIFSWP128F4289416', 'TRKKVMD128F4247EF8', 'TRSIMRV128F1465C54', 'TRJJJAI128F933B0F8']","['TRKIZPI128F428D380', 'TRBHUSP128F4242DD0']"
63,"['TRSFVHT12903D06C06', 'TRZJUNG128F9347931', 'TRZUALY12903CEBCF6', 'TRPTZNR12903CDD0F2', 'TRNIZQO128C7196D13', 'TRHKBYE12903CA71D2', 'TRUKRUW128F4238BE9', 'TRWJADJ128F1489834', 'TROBYTB128F422975C', 'TRYFTMN128F427E2A1']","['TRYRCXK128F932A7E9', 'TRYJZDG128F145FB01', 'TRXESGJ12903CC04D2', 'TRXAEBW128F42665AE', 'TRHZRQU128F425A6CA']"
64,"['TROXLVM12903CDF148', 'TRUZGWT128F933F604', 'TREPGZU12903CBD78A', 'TREFUDK128E0798941', 'TRJSMBH128F92E4E5E', 'TRTQZMR128F930313C', 'TRPQWUR128F4238377', 'TRNPEXS128F1460294', 'TRINAJU128E0791E0A', 'TRJTYHF128F427F58B']","['TRQWGHU128E07912FF', 'TRWGJLM128F4294A1A']"
65,"['TRMXWPT128F4295A1C', 'TRZGNBB12903CE76E2', 'TRSNZOA128F9300CFF', 'TRPVSIP128F42792EC', 'TRXWFNS128F9336C8B', 'TRXXKZS128E0792A52', 'TRTCSWJ128E0784BB4', 'TRIFQTX12903CD786E', 'TRKQSVA128F429539E', 'TRRHXZX128F93191C4']",['TRTMVJJ12903CBB678']
66,"['TRCQVML128F932E4C3', 'TRWDBJM128F9320C0E', 'TRBJWWB128F92DFC72', 'TRBHVEV128F425C018', 'TRTRRCA128F4267590', 'TRXCCYZ128E0785F5C', 'TRQZBYO128F428FA31', 'TRAPFRD12903CB7456', 'TRFXDRQ128F4265768', 'TRHRBGV128F9345688']","['TRQDLMW128F92D4F29', 'TROUVLE128F9345091']"
67,"['TRVSOEH12903CE4453', 'TRSHGPR128F427D498', 'TRWVYWI128F1487E80', 'TRYRQPO128E07920DF', 'TRTDNFO128F92D5BF6', 'TROVQHL128EF3439DE', 'TRLJEMO128F4229373', 'TRPEOMX128F421A00F', 'TRXWFTA128F1487E8A', 'TRPSOIT128F147A026']","['TRXWGEZ128F932D5D3', 'TRAHVYB128F932D5D6', 'TRPEWCY128F427AAF4', 'TRTOYKB128F932D5E1', 'TRTLNUT12903CF4704', 'TRKHARN128F146DA7A', 'TRALJFT128F932D5D7', 'TRYRNPH128F4295BDC', 'TRYIAKI128F147A5DC', 'TRDRBHT128F4295BE6', 'TRCPLDY128E0791F79', 'TRDNOFN128F930B146', 'TRHCSIU128F933AC87', 'TRNGIFV128F427CA2A', 'TRGADJR12903CB1002']"
68,"['TRGFMTT12903CAD2A2', 'TRCTNXQ128F421CCE4', 'TRXDSFE128F4272044', 'TRHLTUC128F14567DF', 'TRMKENX128F92F3426', 'TRYXLCU12903CDAA09', 'TRQKVBI128F146A507', 'TRSQXYL128F4264F31', 'TRYYHCW128F9303471', 'TRKXRTM128F145809B']",['TRFAWKX12903CE30F4']
69,"['TRUGUHX12903D09C6D', 'TRDKEWM128F145267A', 'TRPGSVX128F92D46A7', 'TRWDUUO128F425AD82', 'TRCTQFT128F42B91DC', 'TRHYXKW128F42AFD5D', 'TRNBMJS128F1495407', 'TRNQAPQ12903CFCCB7', 'TRPWLBW128F92E5A2C', 'TRRPGAJ128F428806C']","['TRYUJBG128F422B9C8', 'TRRRMKC128E0792990', 'TRVVTWQ128E078F1B7']"
70,"['TRTGSVG128E079281F', 'TRICFLJ128F9305F3F', 'TREBDSV128F4263BA8', 'TREOFLK128E0796979', 'TRMTPJG128F428F66B', 'TRRQYCT128F4214A11', 'TRNMEAK128F4284D49', 'TRKETIE128F428E994', 'TRVOAIY128F9341EE9', 'TREDDBX128E07845BF']","['TROBNGP128F426B0F6', 'TRNURZT128F429C69B']"
71,"['TRPXKNU12903D09C70', 'TRWISJR128F931BAE8', 'TREVTNW128E0788C67', 'TRCHNDS12903CBAE93', 'TRGDZMT128F933CE94', 'TRPONXM128F428BDE6', 'TRVCEGO128F42BCE94', 'TRUNTIT128F933CE91', 'TRDIGUB128F9330498', 'TRYEIZF128F933CE8F']","['TRKSTEJ128F4281CC9', 'TRPYROS128F427F1A9', 'TRKROJB128F42725F8', 'TROWFLZ128E079241B', 'TRXAPRP128F92C92A6']"
72,"['TRLQIDW128F42886A2', 'TRNGJRI128F1459D7F', 'TRNTJNM128F4287E34', 'TRTXBGN128F92F5E91', 'TRRYJFF128F42854CF', 'TRGAVTO12903CF4801', 'TRZLKKP128E0791E7A', 'TRCUFUI128F42857AA', 'TRZUMSX128E078F796', 'TRWXPCR128F1459DA0']",['TRPYJVG128F4255504']
73,"['TRRPACV128F4255510', 'TRHTTSH128F92F4149', 'TRYEIDS12903CA2821', 'TRAYYAU128F92D58D0', 'TRXIQYM128F422B911', 'TRNNTOP128E0791E76', 'TRKYLAE128F4255522', 'TRPKDVQ128F92CDAF4', 'TRVWVKY128F148D60A', 'TRNKEJD128F4298C70']","['TRKOKJW128F4293539', 'TRDDOJM128F428CEE1', 'TRGRDUH128F42AE383', 'TRKIZPI128F428D380', 'TRACBYL12903CFDBC6']"
74,"['TRDXYDX128F935573E', 'TRFDWYF128F935578B', 'TRQEACL128F4251F54', 'TRYVQUO128F145A173', 'TRNIEUO12903CE3EC8', 'TRQLOHS128F42435AE', 'TRBYWUO12903CAA9A9', 'TRTXVRJ128F9301F60', 'TRMUGVE12903CF24D9', 'TRGXJYV12903CE3EC4']",['TRFNYAH128F4272570']
75,"['TRJTZBQ128F4255F4F', 'TRRMIYS128F427E9ED', 'TRJDZOP128F9318792', 'TRJCKUN12903C9FFA9', 'TRZJYXG128E078E9C4', 'TRSEIGV128EF3435AA', 'TRXRLZM128F427C53E', 'TRDPABL128F9305F20', 'TRGYEZE128F92F52B2', 'TRZFSEA12903C95961']",['TRNHCPK128F933BAAB']
76,"['TRMYAAM12903CC9AF9', 'TRHMTMJ128EF3437B6', 'TROPNQY128F933AF7B', 'TRHGOPX128F4283D1F', 'TRDLCFS128F93306EF', 'TREZGBF128F92EF9BF', 'TRNHOBF12903CB3E12', 'TRGXYCG12903CDCFBA', 'TRUINQU128F14A66A6', 'TRINFIP12903D052D0']","['TRFNYAH128F4272570', 'TREXCHD128EF33FB4E', 'TRMFOOR12903CBB886', 'TRAKCYN12903CBB8A3', 'TRCZHOI12903CBB8B6', 'TRRUBGB128F92E0A4F', 'TRHHQPB128E079246D', 'TRRDAOP128F4214D97', 'TRRRMKC128E0792990', 'TRIRMQT128F4289D50', 'TRUCWXA128F92E4944', 'TRFKUZO12903CEC91D', 'TROPZWP128F932E027']"
77,"['TRRDMVA128F422C14E', 'TRFUBMJ128F423ED36', 'TRQWAMG128F9342D1C', 'TRJLGHL128F9307E2C', 'TRGBOPI128F14955AD', 'TREEVXQ128E0799A38', 'TRVBCNA128F42B8206', 'TRGZCUR128F92FCE04', 'TRFVJDL128F9324AF0', 'TRBDQNL128F423ECD8']",['TRLHFSD128F4255509']
78,"['TRRDMVA128F422C14E', 'TRFUBMJ128F423ED36', 'TRQWAMG128F9342D1C', 'TRJLGHL128F9307E2C', 'TRGBOPI128F14955AD', 'TREEVXQ128E0799A38', 'TRVBCNA128F42B8206', 'TRGZCUR128F92FCE04', 'TRFVJDL128F9324AF0', 'TRBDQNL128F423ECD8']","['TRZEDRT12903CD2DCC', 'TRBXVEA12903CD2DCA', 'TRQMELD128F930BE43']"
79,"['TRTLUNG128F92C9B3B', 'TRWUGNU128F148EB98', 'TRRRMSR128F930F2C8', 'TRVEEYL128F4293FD0', 'TRBQSQG12903CBD7D3', 'TRBQDAZ128F92FA7F2', 'TRPMXFH128F9318EC3', 'TRBWIQP128F42BCC42', 'TRXUQNL128F4285718', 'TRCQGGK12903CC3616']","['TRZEDRT12903CD2DCC', 'TRZAVEC12903CD2DD2']"
80,"['TRLQIDW128F42886A2', 'TRNGJRI128F1459D7F', 'TRNTJNM128F4287E34', 'TRTXBGN128F92F5E91', 'TRRYJFF128F42854CF', 'TRGAVTO12903CF4801', 'TRZLKKP128E0791E7A', 'TRCUFUI128F42857AA', 'TRZUMSX128E078F796', 'TRWXPCR128F1459DA0']","['TRACBYL12903CFDBC6', 'TRMSKYY12903CCE72E', 'TRLRTTG12903CFDBCC']"
81,"['TRWUVDK128F429339F', 'TRMCLJZ128F429250A', 'TRGHUXQ128E0792073', 'TREDNTL128E07926FA', 'TRQGPAQ12903CCBC14', 'TRJGFMN128EF343757', 'TRUWABX128F427D081', 'TRYUSIZ128F422936E', 'TRXAERG128F149535C', 'TRWPGHI128F4269487']","['TRZCSSL128F426F89C', 'TRBKNQH128F9305F28', 'TRLXMAN128F931876E', 'TRIIFIA128E07912F6', 'TRWBPLY12903CE52B8', 'TRJQIVI12903CBB562', 'TRYALRP128F92F521E', 'TRGKLSE12903CCC5CD', 'TRVVRPW12903CA8490', 'TRNHCPK128F933BAAB', 'TRHPZIT128F148B263', 'TRWLGWD128F932294E', 'TROBUUZ128F4263002', 'TRFKBAS12903CD8DEA', 'TRKKFPH128F427B9A2', 'TRNFWBJ128F92E1F5D', 'TRBFSXI128F92E1F66', 'TRAGLPQ128F429726E', 'TRCGKNB128F429726F', 'TRZRVQA128F9338FCA', 'TRLYHYF128F9301D44', 'TRUPQPE128C7196472', 'TRUPQPE128C7196472', 'TRMWYIH128E078DCA6', 'TROZTPS128F92E4737', 'TRVEOLM128F42A3A31', 'TREFNVK128F930316B']"
82,"['TRYHFZG12903CDCC9A', 'TRVABBK128F425FDBE', 'TRAESJK128E0792227', 'TRSPZHK128E0780F30', 'TRPMRYX128F4274A3F', 'TRTIGPZ12903CB5576', 'TRRZUPN128F145306C', 'TRDMRHR128F148EB9F', 'TRPZOFK128F423C079', 'TRNMEAK128F4284D49']",['TRQMELD128F930BE43']
83,"['TRLQIDW128F42886A2', 'TRJSJTD12903CDCD27', 'TRXIUWQ128F42BAA8B', 'TRNNTOP128E0791E76', 'TRPNCTG128F92FCDCF', 'TRVPIVM128F4242DD6', 'TRXIQYM128F422B911', 'TRDGJUU128F42BAA8C', 'TRCTZEZ128F42BCD7F', 'TRMKGXJ128F423A067']","['TRFAWKX12903CE30F4', 'TRSZUXR128F92F5F44', 'TRRYSAP128F42619D0', 'TRCDDNL128F1459D9F', 'TRVLJHI128E0791742', 'TROMDMC12903CE3041', 'TRLOUGL128F42A3B0B']"
84,"['TRKICBF12903CC5B5D', 'TRPLEBC128F147717D', 'TRRZUPN128F145306C', 'TRTVREX128F14733DF', 'TRDMRHR128F148EB9F', 'TRPJLDI128F423C070', 'TRPFLKR128E078ED6C', 'TRACFYQ128E0784150', 'TREBDSV128F4263BA8', 'TRWCCTS128E07849A4']","['TRFBPXX128F14744D8', 'TRJNNBG12903CD3AEE', 'TRREGOC128F1454960', 'TREFNVK128F930316B']"
85,"['TRLQIDW128F42886A2', 'TRJSJTD12903CDCD27', 'TRXIUWQ128F42BAA8B', 'TRNNTOP128E0791E76', 'TRPNCTG128F92FCDCF', 'TRVPIVM128F4242DD6', 'TRXIQYM128F422B911', 'TRDGJUU128F42BAA8C', 'TRCTZEZ128F42BCD7F', 'TRMKGXJ128F423A067']","['TRCDDNL128F1459D9F', 'TRGRDUH128F42AE383', 'TRKIZPI128F428D380', 'TRPAAWS128F92F4130', 'TRAJMZL12903CA4807', 'TRUWTAW128F429FEF1', 'TROXWBT128F9305E67', 'TRKOKJW128F4293539', 'TRDDOJM128F428CEE1', 'TROQJNR12903CE3073', 'TROMDMC12903CE3041', 'TRKCQHG128F92E0C1C', 'TROUGBV128F92C2176']"
86,"['TREZARO128F426F852', 'TRXKAHI128F92F687B', 'TRENLBT12903CA2832', 'TRZUMSX128E078F796', 'TROZWKX128F14774ED', 'TRELWVS128F422B91A', 'TRBNMTH12903CA2817', 'TRLCIGR128F92F5E9D', 'TRJORPT128F42BAA8D', 'TRTDHSB128F422B90F']",['TRLSCIQ12903CFDBEE']
87,"['TRNNDFE128F931FB02', 'TRCWQSH128F92F2C5F', 'TRMFOLO128F424A0FC', 'TRVAXHF128F931FB04', 'TRLRYJY128F92C3166', 'TRYCHQE12903CE6A7B', 'TRTERYU128F42ADA37', 'TRHDCQY128F423BEDF', 'TRDORQR128F93260FF', 'TRBPWVZ128F4214A7E']","['TRVUFYR128F9335289', 'TRNNDFE128F931FB02', 'TRBXVEA12903CD2DCA', 'TRZEDRT12903CD2DCC', 'TRZAVEC12903CD2DD2', 'TRPYYYU128F92C7CCC', 'TRRUVLO128F92DE6F7', 'TRMHGPF128F426BE7F', 'TRMHXBU128F932A16D', 'TRQMELD128F930BE43']"
88,"['TRTQCZV128E0780E94', 'TRZKBBU128F14603D4', 'TRJQTCC128F9339793', 'TRKLGIT128E0781CEB', 'TRQZYFJ128F42733FF', 'TRMREKV128F426FC4E', 'TRTWYWZ128F4283302', 'TRHERPX128E0793096', 'TRIITWB128F4279191', 'TRCLUQS12903CD69FD']",['TRVYICQ128F4252493']
89,"['TROTRZN128E079188F', 'TREELGQ128F422889E', 'TRNGBFQ128F92E0174', 'TRCUCSS128F93419DC', 'TRUBZKT128F9307E53', 'TRTXDDW128F92DF471', 'TRVBWUH128F14AE82A', 'TROVMIX12903CB12A8', 'TRBNIZC128F424D683', 'TRWQFJQ128F14951D9']","['TRPTNIK12903CB6C48', 'TRYGIUN128F4260E88', 'TRVQADV128F92F37EF', 'TRHQMSH12903CB6C5D', 'TRYKAYH128F423BED8']"
90,"['TRETBME128F92EF79C', 'TRONZQG128F4294C97', 'TRQTVOW128F426C3FB', 'TRGNPKX128F42BCEA3', 'TRZKKLX128F424EAA7', 'TRUKOSV128F425F327', 'TRUDFJS128EF349B2A', 'TRINFIP12903D052D0', 'TRXTIPW128F424EAAA', 'TRGZMFZ128F427F03B']","['TRINFIP12903D052D0', 'TRVUELD128F933B42A', 'TRPYROS128F427F1A9']"
91,"['TRRKTQS128F4265B46', 'TRUFZQU128F92D3C0C', 'TRYIUYN128F934C456', 'TRZJHCF128F1477ABC', 'TRNKDIS128F42720E0', 'TRNSDHI128F426FB20', 'TRMJTKZ12903CD1946', 'TRQHNGY128F92E6924', 'TRJGPPP128F92ED267', 'TRDEYZQ128E078F0A1']","['TRYRHFC128F9305CFE', 'TRXSMIF128F92E9231']"
92,"['TRNRHIX128F930328C', 'TRMGCZS128F933049B', 'TRVTMOT128F42AB1EE', 'TRQCPTC128F4294C52', 'TRRJGLI128F92EF9B7', 'TRRGQMF128F429E9FA', 'TRPZUNA128F92FCDB2', 'TRDDHEC128F92C4D17', 'TRUVLXL128F42AB1EB', 'TRYOLEA128F933E4C4']",['TRXFDOK128F92DE1B1']
93,"['TRCZTQB128E078EF89', 'TRUGOYK128F1481268', 'TRYGWBF128E0798B1B', 'TRMDZOJ128F92ED44F', 'TRBNRXF128F42630D4', 'TREQCSB128F9355F3A', 'TRVOYFK128F9306367', 'TRPMSAQ128F4288313', 'TRWGLEC128F9347F54', 'TRBZFCH128F428871D']",['TRSPOSQ128F92D679E']
94,"['TRXKZZM128F9336E7C', 'TRMFBLV128F426C3A9', 'TRBJWWB128F92DFC72', 'TRNQVJP128F422C601', 'TRMDZOJ128F92ED44F', 'TRMVSYD128F421CD92', 'TRSMTVK128F1485700', 'TRACKAP128F425B741', 'TROCKDY128F42B01C4', 'TRVEEYL128F4293FD0']","['TRZLRZJ128F931FD8D', 'TRJRZAK128F931FD83', 'TRWRRFC128F931FD82', 'TRXKVRL128F92ED642', 'TRVSVNB128F92EF1FF', 'TRVJSPX128F92ED651', 'TRCZZJN128F92ED652', 'TRSCZUJ128F92ED657']"
95,"['TRRJOIB128F1462DED', 'TRMMDQF128F92E74D0', 'TRLWIGT128F1462DE7', 'TRSKTWO128F1462DE8', 'TRJNRVC128F1462DEF', 'TRJFTRT128F92F37F2', 'TRPEODT128F14ADED2', 'TRJQIVI12903CBB562', 'TRDCQYQ128F4286AF9', 'TRMJTEP128F42BC6C1']","['TRFDXCC12903CF4703', 'TRTLNUT12903CF4704', 'TRFKBAS12903CD8DEA', 'TRNHCPK128F933BAAB', 'TRGKLSE12903CCC5CD', 'TRHNVYP128F4262C22', 'TRSZNIY128F14A437E', 'TRHIXJT128F422B8DC']"
96,"['TRDOJPR128F9336CA4', 'TROGBYI128E078FC2D', 'TRYBNIB128F428E704', 'TRCYEZX128F9336C8E', 'TRMAAJP128F92DDEC8', 'TRCHFIQ128F9336C9D', 'TRTXVRJ128F9301F60', 'TRJWUCJ128F9332FB7', 'TRDNWPR128F92E0596', 'TRKYAIX128E0785FFB']",['TREMERW128F933DCF6']
97,"['TRMSNXU12903D00F0E', 'TRPJFOI12903CB3849', 'TRFYRBF128F92CEB7B', 'TRLHGYK128F9349C46', 'TRGQFAR128F42891A9', 'TRCLWBV128F42903B4', 'TRTFDHF128F147DF6E', 'TRLGNUU12903CD73A3', 'TRKYGQE128F4258AF9', 'TRUUTPA12903CFA460']","['TRCEVAI128E0791A76', 'TRUZZQG12903CE7BF2', 'TRKJTUV128F932BB1D', 'TRDEIIJ128F1489889', 'TRHJSBT128E078ECF2', 'TRFKYHS128F933ED6B']"
98,"['TRUPYUP12903D0FA06', 'TRMQFMV128F146862E', 'TREQCSB128F9355F3A', 'TRBDUXD128F148328A', 'TRZOQXG128F92F99CD', 'TRBNRXF128F42630D4', 'TRJBXXU128F424E716', 'TRZBEAP128F92FF593', 'TRZTFPG128F428E8A1', 'TRNCBKC128F9336B36']","['TRSKCBX128F92DFC7F', 'TRQZCUX128E079136D', 'TRFGWOW12903CF14C3']"
99,"['TRWFFIU12903CD7864', 'TRXXKZS128E0792A52', 'TRCLTMT128F423EF98', 'TRFAXHJ128F4251F52', 'TRRDFVG128F42893F7', 'TRAOUMF128F92EC1FD', 'TRVPSZF128F147DF97', 'TRTCSWJ128E0784BB4', 'TRWGHUY128EF36759F', 'TRZEOWE128F4294FE6']","['TRBXLFU128F427A494', 'TROOJUG128F9336CAC']"
