playlist_id,top_10,targets
59,"['TRHPZIT128F148B263', 'TRFUVKB12903CB0FE3', 'TRZRVQA128F9338FCA', 'TROBUUZ128F4263002', 'TRFVQQE128F427EDBF', 'TRWLGWD128F932294E', 'TRGKLSE12903CCC5CD', 'TRNCEUK12903CCC629', 'TRBTIOU128F427C54A', 'TRKTVEA128F4259640']","['TRZCSSL128F426F89C', 'TRRNZBN128F147CC7A', 'TRGZFRJ128F147CC7D']"
60,"['TRLOUGL128F42A3B0B', 'TRJHPZP128E0789C02', 'TRHOQVZ128F9305E5B', 'TRQNBPX128F4263774', 'TRKCQHG128F92E0C1C', 'TRVWVKY128F148D60A', 'TRTPPUN128F42AE37D', 'TRXRPYM128F147B0C8', 'TROMDMC12903CE3041', 'TRKRRRI128F42BC546']","['TRDGPQO12903CFDBEC', 'TRRNGZF128F428D11E', 'TRKRRRI128F42BC546', 'TRUKKNT128F428A3CA', 'TRVEBBE128F9305E56', 'TRSZUXR128F92F5F44', 'TRRYSAP128F42619D0']"
61,"['TRZUJIS128F9340447', 'TRIBVFM128F932E029', 'TRRGPFD12903CC83E2', 'TRVUELD128F933B42A', 'TRKTOPV128F92D9BAD', 'TROZOZY12903CB6376', 'TRIWYLM128F932E02A', 'TRMLUPB128F425C907', 'TRVQDYF12903CB4B18', 'TRFKUZO12903CEC91D']","['TRVGNOH128F42B880D', 'TRDXYDX128F935573E', 'TRUDGJY128F93557B2', 'TRMIMPH128F42969C0', 'TRRMRGL128EF344BF4', 'TRDEGBX128F4230F28', 'TRXGTFA12903D051E8', 'TRDDTPE128E07924F3', 'TRUXTCP128F148D1D3', 'TRMNXRG128F423F02A', 'TRDWPMA128F92D067C', 'TRPYROS128F427F1A9', 'TREOBUF128F4281B19', 'TRMNVLK128F930F4AF', 'TRWBBLM128F930F4AE', 'TRNWFWR128F93501AC', 'TRKJRON128F42A043F', 'TRPELLJ128F9321962']"
62,"['TRSZUXR128F92F5F44', 'TRGUXRX128F92F5F46', 'TRCRWHC128F92C260B', 'TRXCSMP128F428A359', 'TRGRDUH128F42AE383', 'TRVXEOK128F92FCBFC', 'TRMVTWF128F42ACDEC', 'TRACBYL12903CFDBC6', 'TRPAAWS128F92F4130', 'TRPYJVG128F4255504']","['TRKIZPI128F428D380', 'TRBHUSP128F4242DD0']"
63,"['TRTXAUS12903CA41BE', 'TRAZDPO128E078ECE6', 'TRDJJBQ12903C9FFB1', 'TRMQYNA128E0799A6A', 'TRIDZST128E079433E', 'TRVVTWQ128E078F1B7', 'TRFNMGG12903CDA55E', 'TRRRMKC128E0792990', 'TRAQPKV128E078EE32', 'TRKNGTF128E079237D']","['TRYRCXK128F932A7E9', 'TRYJZDG128F145FB01', 'TRXESGJ12903CC04D2', 'TRXAEBW128F42665AE', 'TRHZRQU128F425A6CA']"
64,"['TRNMAYZ128F92D7E33', 'TRYAGPP128F92F81B6', 'TRDNDDT12903CF81FA', 'TRFGNYG128F9342D20', 'TRPQVMT128E0798847', 'TRVIJFO128F92D7E38', 'TRCDSPU12903CABEEA', 'TRYSSGR128F148AE43', 'TRLJKGW128F92E741C', 'TRYGRYM128F92D7E3C']","['TRQWGHU128E07912FF', 'TRWGJLM128F4294A1A']"
65,"['TRKUUZM128F14782F0', 'TREEILH128F932621C', 'TRMHRDA128F92E3541', 'TRVRQUD128F426442A', 'TROXHEA128F146EC58', 'TRGAOLV128E0789D40', 'TRNGAAK128F147DF92', 'TRJHSKL128F92E4EC7', 'TRKHYKB128E0789D42', 'TRFWGOJ128E0780C8B']",['TRTMVJJ12903CBB678']
66,"['TRGLRYX128F9340D39', 'TRDPIVF128F428CD16', 'TRJYLWK128F92D3E20', 'TRGOPZJ128F42933CB', 'TRQYHTE128F42AE000', 'TRDYUVA128F147E7EE', 'TRMLYZE128F92F99C2', 'TRCZZJN128F92ED652', 'TRIQFZM128F42962C9', 'TRMLFIC128F4228CFD']","['TRQDLMW128F92D4F29', 'TROUVLE128F9345091']"
67,"['TRFMNKP128F428ADC0', 'TRKRFTP128F1456CB6', 'TRHMBJK128F1453D58', 'TRWCKEI128E0780E47', 'TRPEWCY128F427AAF4', 'TRLLEDY128F429A960', 'TRWUMZJ128F9319686', 'TRSVOBM128C71962D7', 'TRGADJR12903CB1002', 'TRWEKAY128F427AAFB']","['TRXWGEZ128F932D5D3', 'TRAHVYB128F932D5D6', 'TRPEWCY128F427AAF4', 'TRTOYKB128F932D5E1', 'TRTLNUT12903CF4704', 'TRKHARN128F146DA7A', 'TRALJFT128F932D5D7', 'TRYRNPH128F4295BDC', 'TRYIAKI128F147A5DC', 'TRDRBHT128F4295BE6', 'TRCPLDY128E0791F79', 'TRDNOFN128F930B146', 'TRHCSIU128F933AC87', 'TRNGIFV128F427CA2A', 'TRGADJR12903CB1002']"
68,"['TRFAWKX12903CE30F4', 'TRQIZVH128F428075C', 'TRGFRSZ128F42824C7', 'TRPAAWS128F92F4130', 'TRLHFSD128F4255509', 'TROUGBV128F92C2176', 'TROXWBT128F9305E67', 'TRKCQHG128F92E0C1C', 'TRACBYL12903CFDBC6', 'TRKIZPI128F428D380']",['TRFAWKX12903CE30F4']
69,"['TRGKLSE12903CCC5CD', 'TRNCEUK12903CCC629', 'TROBUUZ128F4263002', 'TRLQEIK128F4240959', 'TRFUVKB12903CB0FE3', 'TRZCFFS128F4295BD7', 'TRZJYXG128E078E9C4', 'TRWLGWD128F932294E', 'TRFVQQE128F427EDBF', 'TRHHVKV12903CCC60D']","['TRYUJBG128F422B9C8', 'TRRRMKC128E0792990', 'TRVVTWQ128E078F1B7']"
70,"['TRSPDIT128F4214DB0', 'TRPWYWW128F422E08E', 'TRACFYQ128E0784150', 'TRNURZT128F429C69B', 'TRLGLMA128F1470959', 'TRVEOLM128F42A3A31', 'TRPLEBC128F147717D', 'TRFXXOG128E07928CD', 'TRZHYHM128F428A113', 'TRPRMNT128E07860A8']","['TROBNGP128F426B0F6', 'TRNURZT128F429C69B']"
71,"['TRSJKLY128E079849E', 'TRTXVRJ128F9301F60', 'TRRLCEQ12903CEA634', 'TRUZTWC128F9303C5E', 'TRXITNR128F4255DF1', 'TRZUWSX128F92F491A', 'TRAGACS128E078E74D', 'TRXCYUG128E0782282', 'TRFYOIE128F93207CB', 'TRTZORX128E07813AF']","['TRKSTEJ128F4281CC9', 'TRPYROS128F427F1A9', 'TRKROJB128F42725F8', 'TROWFLZ128E079241B', 'TRXAPRP128F92C92A6']"
72,"['TRRPHRU128EF3570D0', 'TRACBYL12903CFDBC6', 'TROUGBV128F92C2176', 'TRPAAWS128F92F4130', 'TRXCSMP128F428A359', 'TROXWBT128F9305E67', 'TRKIZPI128F428D380', 'TRAJMZL12903CA4807', 'TRKCQHG128F92E0C1C', 'TRQIZVH128F428075C']",['TRPYJVG128F4255504']
73,"['TROUGBV128F92C2176', 'TRKCQHG128F92E0C1C', 'TRKIZPI128F428D380', 'TRZDTUC12903CE30DD', 'TRLHFSD128F4255509', 'TRFAWKX12903CE30F4', 'TRRPHRU128EF3570D0', 'TRLCIGR128F92F5E9D', 'TRQIZVH128F428075C', 'TRDDOJM128F428CEE1']","['TRKOKJW128F4293539', 'TRDDOJM128F428CEE1', 'TRGRDUH128F42AE383', 'TRKIZPI128F428D380', 'TRACBYL12903CFDBC6']"
74,"['TRAKCYN12903CBB8A3', 'TRHGOZS128F92FE4EC', 'TRDXYDX128F935573E', 'TRFNYAH128F4272570', 'TRRTVVF128F930FD97', 'TRACDHL12903D0C387', 'TRMFOOR12903CBB886', 'TRKGENK12903CD7EC2', 'TRRIHBF128F428192D', 'TREXRFR128F9333C92']",['TRFNYAH128F4272570']
75,"['TRFKBAS12903CD8DEA', 'TRNCEUK12903CCC629', 'TRHPZIT128F148B263', 'TROBUUZ128F4263002', 'TRFUVKB12903CB0FE3', 'TRNJWCJ128F148D10A', 'TRBTIOU128F427C54A', 'TRLSNDQ128F4266BD7', 'TRZJYXG128E078E9C4', 'TRGMSNC128F92F0798']",['TRNHCPK128F933BAAB']
76,"['TRQGHWL128EF33FB48', 'TRCZHOI12903CBB8B6', 'TRJPVJD12903CCB12E', 'TRXMILX128F147DF70', 'TRNELRC128F147DF6A', 'TRAKCYN12903CBB8A3', 'TRHXHJI128F92C6AE8', 'TRMHUPX128F4286774', 'TRFNYAH128F4272570', 'TRHGOZS128F92FE4EC']","['TRFNYAH128F4272570', 'TREXCHD128EF33FB4E', 'TRMFOOR12903CBB886', 'TRAKCYN12903CBB8A3', 'TRCZHOI12903CBB8B6', 'TRRUBGB128F92E0A4F', 'TRHHQPB128E079246D', 'TRRDAOP128F4214D97', 'TRRRMKC128E0792990', 'TRIRMQT128F4289D50', 'TRUCWXA128F92E4944', 'TRFKUZO12903CEC91D', 'TROPZWP128F932E027']"
77,"['TRNLNUD128F42607D0', 'TRMCGJQ128F14A242B', 'TRAFZKY128F424C628', 'TRSSPPR128F92C3A4E', 'TRETMNQ128F9323A27', 'TRKBWUX128F92D54F3', 'TRDLKVL128F1483283', 'TRBAUVN128F932FEF8', 'TROIZTP128F9304382', 'TRONBHE128F92D6309']",['TRLHFSD128F4255509']
78,"['TRNLNUD128F42607D0', 'TRMCGJQ128F14A242B', 'TRAFZKY128F424C628', 'TRSSPPR128F92C3A4E', 'TRETMNQ128F9323A27', 'TRKBWUX128F92D54F3', 'TRDLKVL128F1483283', 'TRBAUVN128F932FEF8', 'TROIZTP128F9304382', 'TRONBHE128F92D6309']","['TRZEDRT12903CD2DCC', 'TRBXVEA12903CD2DCA', 'TRQMELD128F930BE43']"
79,"['TRLNQGI128F92D5D37', 'TRXZIMW128F92DE236', 'TRLCTGJ128F92DE26B', 'TRZJGDR128F93234AF', 'TRAHEEY128F9335ECD', 'TRSIYFY128F932FE88', 'TRGJWNK128F9351E94', 'TRFNGJS128F92F9EEE', 'TRZAVEC12903CD2DD2', 'TRETMNQ128F9323A27']","['TRZEDRT12903CD2DCC', 'TRZAVEC12903CD2DD2']"
80,"['TRRPHRU128EF3570D0', 'TRACBYL12903CFDBC6', 'TROUGBV128F92C2176', 'TRPAAWS128F92F4130', 'TRXCSMP128F428A359', 'TROXWBT128F9305E67', 'TRKIZPI128F428D380', 'TRAJMZL12903CA4807', 'TRKCQHG128F92E0C1C', 'TRQIZVH128F428075C']","['TRACBYL12903CFDBC6', 'TRMSKYY12903CCE72E', 'TRLRTTG12903CFDBCC']"
81,"['TRXJIEY128E0788A7A', 'TRDXUYI128F92F6947', 'TRTPUPT128F4279B00', 'TRCUMJE128F42B3030', 'TRPOFFD128E07929A7', 'TRHMSPS128F427EB91', 'TRDBKUE128F4299D5A', 'TRMQIPU128F4289418', 'TRTZORX128E07813AF', 'TRQWGHU128E07912FF']","['TRZCSSL128F426F89C', 'TRBKNQH128F9305F28', 'TRLXMAN128F931876E', 'TRIIFIA128E07912F6', 'TRWBPLY12903CE52B8', 'TRJQIVI12903CBB562', 'TRYALRP128F92F521E', 'TRGKLSE12903CCC5CD', 'TRVVRPW12903CA8490', 'TRNHCPK128F933BAAB', 'TRHPZIT128F148B263', 'TRWLGWD128F932294E', 'TROBUUZ128F4263002', 'TRFKBAS12903CD8DEA', 'TRKKFPH128F427B9A2', 'TRNFWBJ128F92E1F5D', 'TRBFSXI128F92E1F66', 'TRAGLPQ128F429726E', 'TRCGKNB128F429726F', 'TRZRVQA128F9338FCA', 'TRLYHYF128F9301D44', 'TRUPQPE128C7196472', 'TRUPQPE128C7196472', 'TRMWYIH128E078DCA6', 'TROZTPS128F92E4737', 'TRVEOLM128F42A3A31', 'TREFNVK128F930316B']"
82,"['TROVBAL12903CC4F1B', 'TRJAJSR12903D07439', 'TRBKFKL128E078ED76', 'TRYNJBB128F931A7EE', 'TRLGLMA128F1470959', 'TRMUHKE128F4272ED9', 'TRNURZT128F429C69B', 'TRKEJSX128F145481D', 'TRUPQPE128C7196472', 'TRFYVIE128F148C86E']",['TRQMELD128F930BE43']
83,"['TRACBYL12903CFDBC6', 'TRRPHRU128EF3570D0', 'TRPAAWS128F92F4130', 'TRKOZVY12903CFDBD0', 'TRFAWKX12903CE30F4', 'TRKCQHG128F92E0C1C', 'TRAJMZL12903CA4807', 'TROUGBV128F92C2176', 'TRZDTUC12903CE30DD', 'TRXCSMP128F428A359']","['TRFAWKX12903CE30F4', 'TRSZUXR128F92F5F44', 'TRRYSAP128F42619D0', 'TRCDDNL128F1459D9F', 'TRVLJHI128E0791742', 'TROMDMC12903CE3041', 'TRLOUGL128F42A3B0B']"
84,"['TRMUHKE128F4272ED9', 'TRLGLMA128F1470959', 'TRNURZT128F429C69B', 'TRSPDIT128F4214DB0', 'TRPWYWW128F422E08E', 'TRACFYQ128E0784150', 'TRZHYHM128F428A113', 'TRPLEBC128F147717D', 'TRFXXOG128E07928CD', 'TRHRLKI128E0792171']","['TRFBPXX128F14744D8', 'TRJNNBG12903CD3AEE', 'TRREGOC128F1454960', 'TREFNVK128F930316B']"
85,"['TRACBYL12903CFDBC6', 'TRRPHRU128EF3570D0', 'TRPAAWS128F92F4130', 'TRKOZVY12903CFDBD0', 'TRFAWKX12903CE30F4', 'TRKCQHG128F92E0C1C', 'TRAJMZL12903CA4807', 'TROUGBV128F92C2176', 'TRZDTUC12903CE30DD', 'TRXCSMP128F428A359']","['TRCDDNL128F1459D9F', 'TRGRDUH128F42AE383', 'TRKIZPI128F428D380', 'TRPAAWS128F92F4130', 'TRAJMZL12903CA4807', 'TRUWTAW128F429FEF1', 'TROXWBT128F9305E67', 'TRKOKJW128F4293539', 'TRDDOJM128F428CEE1', 'TROQJNR12903CE3073', 'TROMDMC12903CE3041', 'TRKCQHG128F92E0C1C', 'TROUGBV128F92C2176']"
86,"['TRCIZPC12903CA480F', 'TRNEOSB128F428B4DD', 'TREQAYI128F9305E5F', 'TRIEHEI128F4295858', 'TRVEBBE128F9305E56', 'TROYHKD128F92F3EDD', 'TRUKKNT128F428A3CA', 'TRCHGSY128F92EFE9B', 'TRHLTUC128F14567DF', 'TRIVJRS128F92EADEA']",['TRLSCIQ12903CFDBEE']
87,"['TRZHDSV128F42963CF', 'TRVUFYR128F9335289', 'TRNNDFE128F931FB02', 'TRMYWYT128F42963CB', 'TRWPVHX128F92EF797', 'TRPQYKJ128F42963A3', 'TRNBMUG128F92CB2B2', 'TRIACGQ128F93234B6', 'TRNILHV128F92CB2A8', 'TRYMDNB128F428AE80']","['TRVUFYR128F9335289', 'TRNNDFE128F931FB02', 'TRBXVEA12903CD2DCA', 'TRZEDRT12903CD2DCC', 'TRZAVEC12903CD2DD2', 'TRPYYYU128F92C7CCC', 'TRRUVLO128F92DE6F7', 'TRMHGPF128F426BE7F', 'TRMHXBU128F932A16D', 'TRQMELD128F930BE43']"
88,"['TRIFTVH128F92D306F', 'TRKJTUV128F932BB1D', 'TRXESGJ12903CC04D2', 'TRDJJBQ12903C9FFB1', 'TRQMCJH128F92EA516', 'TRFKYHS128F933ED6B', 'TRVYICQ128F4252493', 'TRTLDJA128F14570E8', 'TRYJZDG128F145FB01', 'TRDEIIJ128F1489889']",['TRVYICQ128F4252493']
89,"['TRCLRSR128F932FB9D', 'TRZXCFK128F92F3C21', 'TRBWPLN12903CC357B', 'TRQEWHS128F425BEF1', 'TRKFTER128F92F3C1A', 'TRKBZLS12903CC357C', 'TRFVAEY128F92F3C1B', 'TRCONPS128F92ED5EF', 'TRXFJEN128EF34BAC9', 'TRHMGOH128F425BEF3']","['TRPTNIK12903CB6C48', 'TRYGIUN128F4260E88', 'TRVQADV128F92F37EF', 'TRHQMSH12903CB6C5D', 'TRYKAYH128F423BED8']"
90,"['TRKTOPV128F92D9BAD', 'TRPYROS128F427F1A9', 'TRVUELD128F933B42A', 'TROZOZY12903CB6376', 'TRRGPFD12903CC83E2', 'TRKSTEJ128F4281CC9', 'TRZUJIS128F9340447', 'TRIBVFM128F932E029', 'TRFKUZO12903CEC91D', 'TRFYOIE128F93207CB']","['TRINFIP12903D052D0', 'TRVUELD128F933B42A', 'TRPYROS128F427F1A9']"
91,"['TRDJJBQ12903C9FFB1', 'TRIDZST128E079433E', 'TRAQPKV128E078EE32', 'TRMQYNA128E0799A6A', 'TRRRMKC128E0792990', 'TRYJZDG128F145FB01', 'TRVVTWQ128E078F1B7', 'TRYRHFC128F9305CFE', 'TRSJZTM128F92E26BE', 'TRPEOUU12903CD0B4E']","['TRYRHFC128F9305CFE', 'TRXSMIF128F92E9231']"
92,"['TROBYTB128F422975C', 'TRQGJOX128F148803A', 'TRJRXYJ128F4281C99', 'TRYGQTC128F92CFC0F', 'TRYNPNU128F4281CA8', 'TRSCMBY128F9311188', 'TRJRDNP128F14708B0', 'TRALEPN128F9311179', 'TRASRXK128F9311176', 'TRKSTEJ128F4281CC9']",['TRXFDOK128F92DE1B1']
93,"['TRUAOKG128F9313D46', 'TRYRZFF128F933BBBB', 'TRNQDAJ128F92F4AE0', 'TRMHXIU128F92DF173', 'TRZAWRL128F42890E6', 'TRYJAPJ128F427AAEB', 'TRVFXKJ128F145F84C', 'TRGYZZH128F42660B6', 'TRVOWOG128E0783E33', 'TRNUPNT128F9302A10']",['TRSPOSQ128F92D679E']
94,"['TRSCZUJ128F92ED657', 'TRCZZJN128F92ED652', 'TRWRRFC128F931FD82', 'TRGLRYX128F9340D39', 'TRJRZAK128F931FD83', 'TRDPIVF128F428CD16', 'TRZLRZJ128F931FD8D', 'TRJYLWK128F92D3E20', 'TRXKVRL128F92ED642', 'TRQDLMW128F92D4F29']","['TRZLRZJ128F931FD8D', 'TRJRZAK128F931FD83', 'TRWRRFC128F931FD82', 'TRXKVRL128F92ED642', 'TRVSVNB128F92EF1FF', 'TRVJSPX128F92ED651', 'TRCZZJN128F92ED652', 'TRSCZUJ128F92ED657']"
95,"['TRSZNIY128F14A437E', 'TRSZUXR128F92F5F44', 'TRGJWNK128F9351E94', 'TRCRWHC128F92C260B', 'TRMVTWF128F42ACDEC', 'TROYBOL128F9350D1E', 'TRGUXRX128F92F5F46', 'TRVXEOK128F92FCBFC', 'TRXCSMP128F428A359', 'TRPYJVG128F4255504']","['TRFDXCC12903CF4703', 'TRTLNUT12903CF4704', 'TRFKBAS12903CD8DEA', 'TRNHCPK128F933BAAB', 'TRGKLSE12903CCC5CD', 'TRHNVYP128F4262C22', 'TRSZNIY128F14A437E', 'TRHIXJT128F422B8DC']"
96,"['TRAWOQC128F424BB69', 'TRGOUNV128F4281928', 'TRJGKHB128F930FDA2', 'TRVFPLW128F4281CB3', 'TRJXKPM128F14A895E', 'TRJPVJD12903CCB12E', 'TRWOYHS128F931EB5A', 'TRCGGTO12903CDA5DE', 'TRNELRC128F147DF6A', 'TRJNMEY12903CBB89F']",['TREMERW128F933DCF6']
97,"['TRNELRC128F147DF6A', 'TRMFOOR12903CBB886', 'TRIWYLM128F932E02A', 'TREXRFR128F9333C92', 'TRJGKHB128F930FDA2', 'TRAKCYN12903CBB8A3', 'TRYNPNU128F4281CA8', 'TRHGOZS128F92FE4EC', 'TRXMILX128F147DF70', 'TRQSHEW128F147DF69']","['TRCEVAI128E0791A76', 'TRUZZQG12903CE7BF2', 'TRKJTUV128F932BB1D', 'TRDEIIJ128F1489889', 'TRHJSBT128E078ECF2', 'TRFKYHS128F933ED6B']"
98,"['TRVOWOG128E0783E33', 'TRYZXPW128F934B627', 'TRRUVLO128F92DE6F7', 'TRLYHYF128F9301D44', 'TRUZAOX128F9305498', 'TRMEBYQ128F932FEFF', 'TRLIZQF128F934EEF8', 'TRPNPTL128EF35F8B6', 'TRFBNLV128F425EA77', 'TRPYYYU128F92C7CCC']","['TRSKCBX128F92DFC7F', 'TRQZCUX128E079136D', 'TRFGWOW12903CF14C3']"
99,"['TRDYWLC128E0784B9A', 'TRAUJKJ128E078FA48', 'TRJRMMB128F9336C93', 'TRENKFJ12903CB5C2B', 'TROOJUG128F9336CAC', 'TRQRLGR12903CB5C33', 'TRQLOHS128F42435AE', 'TRTLNQN128F4252E07', 'TRADMOG128F932CCFB', 'TREISBD128F92D865B']","['TRBXLFU128F427A494', 'TROOJUG128F9336CAC']"
